id;customer_id;policy_number;alteration;request_date;effective_date
30854;47299;100047299;Cancel Benefit;2025-03-07;2025-03-12
30855;47299;100047299;Increase ULS Term;2025-02-17;2025-02-21
30856;47303;100047303;Edit Client Source;2024-07-13;2024-07-28
30857;47303;100047303;Decrease ULS Term;2025-03-19;2025-04-05
30858;47303;100047303;Decrease ULS Term;2025-11-13;2025-11-14
30859;47317;100047317;Remove Indexation;2024-07-25;2024-08-01
30860;47317;100047317;Change Product;2024-12-30;2025-01-07
30861;47317;100047317;Increase Package;2024-09-18;2024-10-01
30862;47348;100047348;Change Index Fixed Value;2024-07-14;2024-07-17
30863;47348;100047348;Change Nominated Child & Term;2025-09-30;2025-10-09
30864;47348;100047348;Change Payment Method;2024-03-09;2024-03-24
30865;47350;100047350;Change Address;2024-10-09;2024-10-23
30866;47350;100047350;Change Beneficiaries;2024-09-13;2024-09-26
30867;47350;100047350;Decrease Benefit Sum Insured;2024-12-20;2024-12-30
30868;47358;100047358;Decrease Package;2025-10-25;2025-11-04
30869;47358;100047358;Reinstate ULS Benefits;2024-12-01;2024-12-19
30870;47358;100047358;Extend Term;2025-01-25;2025-01-25
30871;47375;100047375;Change Beneficiaries;2024-05-11;2024-05-11
30872;47375;100047375;Decrease Package;2025-02-06;2025-02-13
30873;47375;100047375;Cancel Benefit;2025-11-03;2025-11-05
30874;47379;100047379;Policy Termination Payment;2025-11-22;2025-11-28
30875;47379;100047379;Change Frequency;2025-08-12;2025-08-28
30876;47379;100047379;Change Index Type;2024-07-24;2024-08-08
30877;47398;100047398;Remove Indexation;2024-04-28;2024-05-15
30878;47398;100047398;Unsuspend Premium Collection;2024-07-08;2024-07-27
30879;47398;100047398;Change Frequency;2024-09-03;2024-09-19
30880;47410;100047410;Resume Payments;2024-04-03;2024-04-19
30881;47410;100047410;Change Bank Detail Information;2024-10-27;2024-10-27
30882;47410;100047410;Increase Benefit Sum Insured;2024-11-05;2024-11-21
30883;47411;100047411;Resume Payments;2025-07-31;2025-08-10
30884;47411;100047411;Add Indexation;2025-12-03;2025-12-10
30885;47411;100047411;Change Frequency;2024-08-25;2024-09-12
30886;47425;100047425;Change Payment Method;2025-11-29;2025-12-11
30887;47425;100047425;Change Beneficiaries;2025-12-27;2026-01-10
30888;47425;100047425;Unsuspend Premium Collection;2024-05-06;2024-05-10
30889;47452;100047452;Change Beneficiaries;2025-01-29;2025-02-16
30890;47452;100047452;Change Spouse Information;2024-09-12;2024-09-27
30891;47452;100047452;Edit Client Source;2025-10-16;2025-10-24
30892;47464;100047464;Change Beneficiaries;2025-12-21;2026-01-05
30893;47464;100047464;Increase Premium Without Sum insured Amount;2024-05-01;2024-05-12
30894;47464;100047464;Change Address;2024-10-09;2024-10-10
30895;47483;100047483;Change Payment Method;2024-11-23;2024-12-06
30896;47483;100047483;Increase Benefit Sum Insured;2024-11-07;2024-11-12
30897;47483;100047483;Change Product;2024-08-15;2024-08-18
30898;47490;100047490;Change Client Name;2024-02-14;2024-02-17
30899;47490;100047490;Increase Premium;2024-11-18;2024-11-20
30900;47490;100047490;Change Index Fixed Value;2024-12-14;2025-01-02
30901;47492;100047492;Change Client Name;2024-06-19;2024-06-25
30902;47492;100047492;Reinstate ULS Benefits;2025-10-21;2025-10-24
30903;47492;100047492;Unsuspend Premium Collection;2025-12-04;2025-12-23
30904;47517;100047517;Change Payer;2024-08-15;2024-08-16
30905;47517;100047517;Change Nominated Child without Term;2024-04-17;2024-04-17
30906;47517;100047517;Change Nominated Child without Term;2024-03-24;2024-03-28
30907;47545;100047545;Increase Benefit Sum Insured;2024-10-19;2024-10-29
30908;47545;100047545;Decrease Premium Without Sum insured Amount;2025-03-17;2025-03-21
30909;47545;100047545;Change Bank Detail Information;2024-03-10;2024-03-22
30910;47547;100047547;Change Index Type;2025-04-23;2025-05-05
30911;47547;100047547;Reinstate ULS;2025-02-21;2025-03-06
30912;47547;100047547;Increase Benefit Sum Insured;2025-06-14;2025-06-16
30913;47563;100047563;Change Frequency;2025-01-21;2025-01-29
30914;47563;100047563;Decline Indexation;2025-03-27;2025-04-10
30915;47563;100047563;Extend Term;2024-12-16;2024-12-26
30916;47584;100047584;Decline Indexation;2025-07-18;2025-07-31
30917;47584;100047584;Change Nominated Child & Term;2025-06-03;2025-06-20
30918;47584;100047584;Reinstate ULS;2025-04-18;2025-04-30
30919;47586;100047586;Increase Package;2025-08-09;2025-08-18
30920;47586;100047586;Change Index Type;2024-10-05;2024-10-16
30921;47586;100047586;Decrease Package;2025-02-15;2025-02-17
30922;47612;100047612;Change Beneficiaries;2025-07-05;2025-07-07
30923;47612;100047612;Increase Package;2025-05-26;2025-06-08
30924;47612;100047612;Change Personal Information;2025-04-29;2025-05-05
30925;47621;100047621;Extend Term;2025-10-30;2025-11-16
30926;47621;100047621;Extend Term;2024-09-10;2024-09-23
30927;47621;100047621;Add a benefit;2024-03-16;2024-04-04
30928;47629;100047629;Reinstate ULS;2025-03-19;2025-03-29
30929;47629;100047629;Increase Premium;2025-01-29;2025-02-05
30930;47629;100047629;Premium Cessation;2025-03-25;2025-04-07
30931;47633;100047633;Decrease Premium;2024-06-08;2024-06-15
30932;47633;100047633;Change Frequency;2025-10-12;2025-10-22
30933;47633;100047633;Increase Package;2025-09-24;2025-10-10
30934;47636;100047636;Policy Ownership Assignment;2024-02-12;2024-03-01
30935;47636;100047636;Increase Premium Without Sum insured Amount;2025-12-16;2025-12-16
30936;47636;100047636;Add Indexation;2025-02-07;2025-02-21
30937;47652;100047652;Add a benefit;2025-08-12;2025-08-28
30938;47652;100047652;Extend Term;2024-06-06;2024-06-13
30939;47652;100047652;Change Index Type;2024-10-29;2024-11-03
30940;47661;100047661;Change Index Type;2025-07-08;2025-07-11
30941;47661;100047661;Change Bank Detail Information;2025-01-06;2025-01-09
30942;47661;100047661;Change Nominated Child & Term;2025-10-02;2025-10-18
30943;47667;100047667;Change Personal Information;2024-06-28;2024-06-28
30944;47667;100047667;Change Nominated Child & Term;2025-08-14;2025-08-14
30945;47667;100047667;Policy Ownership Assignment;2025-02-02;2025-02-03
30946;47679;100047679;Edit Client Source;2024-07-29;2024-08-17
30947;47679;100047679;Resume Payments;2024-03-07;2024-03-16
30948;47679;100047679;Increase Benefit Sum Insured;2025-07-01;2025-07-06
30949;47683;100047683;Change Personal Information;2024-07-02;2024-07-17
30950;47683;100047683;Change Nominated Child without Term;2024-08-22;2024-08-27
30951;47683;100047683;Add a benefit;2024-10-26;2024-10-31
30952;47685;100047685;Reinstate ULS Benefits;2024-11-23;2024-12-06
30953;47685;100047685;Change Spouse Information;2024-12-09;2024-12-27
30954;47685;100047685;Increase Premium Without Sum insured Amount;2024-11-28;2024-11-29
30955;47701;100047701;Decrease Benefit Sum Insured;2025-09-07;2025-09-12
30956;47701;100047701;Change Beneficiaries;2025-10-22;2025-10-22
30957;47701;100047701;Reinstate ULS;2025-05-08;2025-05-25
30958;47710;100047710;Change Spouse Information;2025-12-05;2025-12-07
30959;47710;100047710;Extend Term;2025-02-24;2025-03-01
30960;47710;100047710;Resume Payments;2024-02-25;2024-02-27
30961;47711;100047711;Decrease Package;2025-04-13;2025-04-18
30962;47711;100047711;Change Spouse Information;2024-06-28;2024-07-08
30963;47711;100047711;Resume Payments;2024-08-21;2024-09-04
30964;47713;100047713;Edit Client Source;2024-07-18;2024-08-05
30965;47713;100047713;Add a benefit;2025-11-21;2025-12-04
30966;47713;100047713;Add a benefit;2024-07-18;2024-08-06
30967;47715;100047715;Change Client Name;2025-11-27;2025-12-02
30968;47715;100047715;Change Nominated Child without Term;2024-02-17;2024-03-03
30969;47715;100047715;Change Nominated Child & Term;2025-10-05;2025-10-12
30970;47716;100047716;Change Spouse Information;2025-10-12;2025-10-15
30971;47716;100047716;Decline Indexation;2024-08-14;2024-08-16
30972;47716;100047716;Change Personal Information;2024-10-28;2024-11-05
30973;47721;100047721;Extend Term;2025-12-02;2025-12-14
30974;47721;100047721;Add Indexation;2025-10-03;2025-10-12
30975;47721;100047721;Add Indexation;2025-03-03;2025-03-05
30976;47737;100047737;Decline Indexation;2024-04-06;2024-04-11
30977;47737;100047737;Decrease Premium Without Sum insured Amount;2025-11-26;2025-12-07
30978;47737;100047737;Premium Cessation;2025-08-23;2025-09-05
30979;47742;100047742;Decrease Premium Without Sum insured Amount;2025-06-24;2025-06-25
30980;47742;100047742;Change Payment Method;2025-05-08;2025-05-13
30981;47742;100047742;Change Index Fixed Value;2024-03-11;2024-03-30
30982;47743;100047743;Add a benefit;2025-01-17;2025-01-18
30983;47743;100047743;Change Bank Detail Information;2024-06-17;2024-07-05
30984;47743;100047743;Change Frequency;2025-10-11;2025-10-25
30985;47755;100047755;Cancel Benefit;2024-04-30;2024-05-11
30986;47755;100047755;Change Address;2024-12-21;2024-12-30
30987;47755;100047755;Change Beneficiaries;2025-08-09;2025-08-12
30988;47757;100047757;Suspend Premium Collection;2025-12-30;2026-01-09
30989;47757;100047757;Policy Termination Payment;2025-03-24;2025-04-07
30990;47757;100047757;Increase Package;2024-04-07;2024-04-20
30991;47792;100047792;Change Product;2025-07-22;2025-08-04
30992;47792;100047792;Change Index Type;2024-03-11;2024-03-13
30993;47792;100047792;Suspend Premium Collection;2024-08-24;2024-08-24
30994;47765;100047765;Suspend Premium Collection;2025-01-08;2025-01-22
30995;47765;100047765;Suspend Premium Collection;2024-10-31;2024-11-15
30996;47765;100047765;Decrease Premium;2025-10-03;2025-10-18
30997;47768;100047768;Change Spouse Information;2024-12-28;2025-01-10
30998;47768;100047768;Change Nominated Child & Term;2025-11-12;2025-11-30
30999;47768;100047768;Add Indexation;2024-03-31;2024-04-11
31000;47775;100047775;Remove Indexation;2024-02-13;2024-02-27
31001;47775;100047775;Add Indexation;2024-10-12;2024-10-21
31002;47775;100047775;Extend Term;2024-05-25;2024-05-25
31003;47787;100047787;Change Payment Method;2024-05-22;2024-06-04
31004;47787;100047787;Policy Termination Payment;2025-09-25;2025-10-09
31005;47787;100047787;Decline Indexation;2024-03-20;2024-04-05
31006;47806;100047806;Increase Premium;2025-07-06;2025-07-25
31007;47806;100047806;Unsuspend Premium Collection;2024-06-04;2024-06-05
31008;47806;100047806;Resume Payments;2025-06-21;2025-07-08
31009;47807;100047807;Reinstate ULS;2025-02-11;2025-02-25
31010;47807;100047807;Add a benefit;2025-08-11;2025-08-30
31011;47807;100047807;Decrease Package;2024-12-30;2025-01-01
31012;47828;100047828;Increase ULS Term;2024-03-22;2024-04-09
31013;47828;100047828;Change Payment Method;2024-10-16;2024-10-23
31014;47828;100047828;Unsuspend Premium Collection;2025-06-10;2025-06-14
31015;47829;100047829;Change Bank Detail Information;2025-05-13;2025-05-27
31016;47829;100047829;Policy Ownership Assignment;2025-06-30;2025-07-07
31017;47829;100047829;Suspend Premium Collection;2024-04-08;2024-04-27
31018;47840;100047840;Decline Indexation;2025-11-03;2025-11-08
31019;47840;100047840;Change Client Name;2025-02-26;2025-03-15
31020;47840;100047840;Decrease Premium Without Sum insured Amount;2025-09-11;2025-09-26
31021;47843;100047843;Change Index Type;2024-02-23;2024-02-29
31022;47843;100047843;Change Personal Information;2025-09-21;2025-09-24
31023;47843;100047843;Change Frequency;2025-02-05;2025-02-14
31024;47857;100047857;Remove Indexation;2025-04-26;2025-05-13
31025;47857;100047857;Suspend Premium Collection;2025-04-03;2025-04-04
31026;47857;100047857;Increase ULS Term;2025-10-08;2025-10-10
31027;47863;100047863;Decrease Premium;2025-03-31;2025-04-06
31028;47863;100047863;Increase Benefit Sum Insured;2025-01-30;2025-02-08
31029;47863;100047863;Change Product;2024-08-13;2024-08-14
31030;47867;100047867;Reinstate ULS;2025-12-26;2026-01-05
31031;47867;100047867;Change Bank Detail Information;2024-08-20;2024-09-07
31032;47867;100047867;Change Nominated Child & Term;2024-12-06;2024-12-07
31033;47869;100047869;Change Client Name;2024-08-19;2024-08-21
31034;47869;100047869;Remove Indexation;2025-02-09;2025-02-13
31035;47869;100047869;Increase Benefit Sum Insured;2024-07-22;2024-07-29
31036;47871;100047871;Increase Benefit Sum Insured;2025-12-18;2025-12-29
31037;47871;100047871;Decrease Package;2025-11-26;2025-11-29
31038;47871;100047871;Remove Indexation;2025-03-20;2025-03-28
31039;47881;100047881;Resume Payments;2025-03-19;2025-04-04
31040;47881;100047881;Change Address;2025-10-19;2025-11-05
31041;47881;100047881;Change Payment Method;2024-11-04;2024-11-16
31042;47882;100047882;Change Bank Detail Information;2025-11-12;2025-11-25
31043;47882;100047882;Change Personal Information;2025-05-08;2025-05-14
31044;47882;100047882;Policy Ownership Assignment;2024-02-17;2024-02-24
31045;47887;100047887;Decrease Premium Without Sum insured Amount;2024-06-07;2024-06-18
31046;47887;100047887;Change Bank Detail Information;2024-06-13;2024-06-26
31047;47887;100047887;Change Bank Detail Information;2024-04-27;2024-05-11
31048;47910;100047910;Edit Client Source;2024-09-20;2024-09-24
31049;47910;100047910;Decrease Premium Without Sum insured Amount;2025-02-21;2025-02-21
31050;47910;100047910;Unsuspend Premium Collection;2024-03-13;2024-03-30
31051;47911;100047911;Change Personal Information;2025-09-04;2025-09-18
31052;47911;100047911;Change Payment Method;2025-04-22;2025-05-11
31053;47911;100047911;Extend Term;2025-01-03;2025-01-17
31054;47929;100047929;Cancel Benefit;2024-07-04;2024-07-23
31055;47929;100047929;Increase ULS Term;2024-04-01;2024-04-16
31056;47929;100047929;Change Nominated Child & Term;2024-07-22;2024-07-22
31057;47940;100047940;Policy Termination Payment;2025-08-31;2025-09-04
31058;47940;100047940;Decline Indexation;2025-01-20;2025-02-06
31059;47940;100047940;Extend Term;2025-08-11;2025-08-16
31060;47955;100047955;Change Nominated Child & Term;2025-07-11;2025-07-28
31061;47955;100047955;Decrease ULS Term;2025-10-02;2025-10-07
31062;47955;100047955;Policy Ownership Assignment;2024-11-14;2024-12-03
31063;47961;100047961;Add a benefit;2024-12-17;2024-12-19
31064;47961;100047961;Remove Indexation;2024-07-05;2024-07-15
31065;47961;100047961;Increase Premium Without Sum insured Amount;2025-05-25;2025-06-05
31066;47993;100047993;Decrease ULS Term;2025-10-09;2025-10-23
31067;47993;100047993;Edit Client Source;2025-11-01;2025-11-08
31068;47993;100047993;Increase Benefit Sum Insured;2025-11-24;2025-12-06
31069;48003;100048003;Decline Indexation;2025-05-21;2025-06-09
31070;48003;100048003;Policy Ownership Assignment;2025-11-24;2025-11-29
31071;48003;100048003;Change Payment Method;2025-11-22;2025-12-01
31072;48027;100048027;Premium Cessation;2024-04-05;2024-04-09
31073;48027;100048027;Increase Premium Without Sum insured Amount;2025-03-23;2025-04-06
31074;48027;100048027;Decline Indexation;2025-10-09;2025-10-24
31075;48037;100048037;Policy Termination Payment;2024-12-23;2025-01-10
31076;48037;100048037;Decrease Package;2025-07-15;2025-07-31
31077;48037;100048037;Change Index Type;2025-09-15;2025-09-26
31078;48043;100048043;Increase Premium Without Sum insured Amount;2025-05-29;2025-05-30
31079;48043;100048043;Change Beneficiaries;2025-12-04;2025-12-21
31080;48043;100048043;Reinstate ULS;2025-01-24;2025-02-11
31081;48048;100048048;Decrease Premium Without Sum insured Amount;2025-08-11;2025-08-21
31082;48048;100048048;Cancel Benefit;2024-09-10;2024-09-13
31083;48048;100048048;Change Personal Information;2025-04-16;2025-04-30
31084;48050;100048050;Increase Benefit Sum Insured;2024-03-22;2024-04-02
31085;48050;100048050;Change Client Name;2024-07-25;2024-08-12
31086;48050;100048050;Change Beneficiaries;2024-03-05;2024-03-17
31087;48057;100048057;Policy Termination Payment;2024-02-05;2024-02-05
31088;48057;100048057;Decrease Package;2024-02-01;2024-02-16
31089;48057;100048057;Reinstate ULS;2024-05-30;2024-06-05
31090;48073;100048073;Change Client Name;2025-10-11;2025-10-11
31091;48073;100048073;Change Index Fixed Value;2024-02-29;2024-03-10
31092;48073;100048073;Change Beneficiaries;2025-10-16;2025-10-23
31093;48080;100048080;Change Spouse Information;2024-11-08;2024-11-19
31094;48080;100048080;Decrease Premium;2025-11-05;2025-11-07
31095;48080;100048080;Change Nominated Child without Term;2024-02-01;2024-02-17
31096;48082;100048082;Reinstate ULS;2024-12-23;2024-12-26
31097;48082;100048082;Decrease Benefit Sum Insured;2025-12-04;2025-12-08
31098;48082;100048082;Reinstate ULS Benefits;2024-11-29;2024-12-14
31099;48099;100048099;Reinstate ULS Benefits;2024-04-26;2024-04-29
31100;48099;100048099;Premium Cessation;2025-05-09;2025-05-25
31101;48099;100048099;Premium Cessation;2025-11-13;2025-11-27
31102;48113;100048113;Change Personal Information;2024-04-02;2024-04-03
31103;48113;100048113;Change Payer;2025-04-24;2025-04-28
31104;48113;100048113;Premium Cessation;2025-03-10;2025-03-18
31105;48129;100048129;Reinstate ULS;2024-11-01;2024-11-07
31106;48129;100048129;Change Beneficiaries;2024-12-19;2024-12-25
31107;48129;100048129;Policy Termination Payment;2024-03-07;2024-03-20
31108;48139;100048139;Decrease Benefit Sum Insured;2024-09-03;2024-09-13
31109;48139;100048139;Change Spouse Information;2024-03-11;2024-03-30
31110;48139;100048139;Change Frequency;2024-08-29;2024-09-06
31111;48141;100048141;Resume Payments;2025-01-09;2025-01-21
31112;48141;100048141;Decrease Benefit Sum Insured;2024-05-15;2024-05-24
31113;48141;100048141;Change Payer;2025-02-25;2025-03-08
31114;48148;100048148;Extend Term;2024-02-15;2024-02-27
31115;48148;100048148;Cancel Benefit;2024-10-17;2024-10-26
31116;48148;100048148;Reinstate ULS;2024-09-07;2024-09-08
